Matricula, Marca, Modelo, Ano, Dono, Codigo do Veiculo
90-ER-56, Porche, Carrera, 2010, 1742919, 629
59-GJ-67, Porche, Cheyenne, 2009, 11322143, 631
14-EJ-37, Porche, Cheyenne, 2008, 11000069, 708
78-QO-15, Porche, Carrera, 2003, 1639263, 763
57-II-15, Porche, Cheyenne, 1993, 7162145, 798
77-IT-26, Porche, Carrera, 2010, 14719921, 821
45-OS-67, Porche, Carrera, 2005, 4825372, 824
80-KM-43, Porche, Carrera, 1990, 4270038, 832
79-VO-28, Porche, Cheyenne, 2007, 11853892, 842
16-QC-48, Porche, Carrera, 1990, 14368423, 873
65-GS-55, Porche, Carrera, 2007, 9751041, 902
39-GN-53, Porche, Cheyenne, 2004, 2493140, 909
75-HT-97, Porche, Carrera, 1995, 7558206, 922
71-QC-30, Porche, Carrera, 2004, 7613414, 943
51-BO-02, Porche, Cheyenne, 2000, 7678460, 952
57-LR-26, Porche, Cheyenne, 2008, 12629917, 961
54-AE-79, Porche, Cheyenne, 2003, 14269724, 972
48-NJ-78, Porche, Carrera, 1995, 5677629, 993
53-PS-63, Porche, Cheyenne, 1990, 11245108, 1010
83-CL-39, Porche, Carrera, 1997, 8490644, 1017
92-KL-07, Porche, Cheyenne, 2005, 12311857, 1053
95-LS-58, Porche, Carrera, 1999, 8147695, 1081
88-IN-88, Porche, Cheyenne, 1992, 2398234, 1084
95-FQ-39, Porche, Carrera, 2010, 6873534, 1099
80-ID-58, Porche, Cheyenne, 1999, 2941208, 1107
84-PR-76, Porche, Cheyenne, 1994, 1472292, 1123
26-RC-35, Porche, Cheyenne, 2002, 1548535, 1164
89-FR-69, Porche, Cheyenne, 2003, 1472292, 1167
09-CV-17, Porche, Carrera, 2000, 9513925, 1201
85-ER-76, Porche, Carrera, 2004, 12342345, 1210
62-DH-81, Porche, Carrera, 2002, 12609354, 1232
92-UR-73, Porche, Carrera, 2000, 10282880, 1245
97-HH-34, Porche, Cheyenne, 1990, 8242204, 1251
13-CG-54, Porche, Cheyenne, 1998, 1823307, 1252
46-JG-35, Porche, Cheyenne, 1997, 10820735, 1283
84-DK-47, Porche, Cheyenne, 1993, 9628633, 1303
10-CR-94, Porche, Carrera, 2006, 3935492, 1304
10-FI-43, Porche, Cheyenne, 2010, 5835816, 1310
93-ST-13, Porche, Cheyenne, 2007, 11028225, 1313
38-IN-45, Porche, Cheyenne, 2008, 9284994, 1317
12-RP-11, Porche, Cheyenne, 1995, 12299858, 1358
93-QR-22, Porche, Cheyenne, 1994, 14701460, 1359
60-GI-99, Porche, Carrera, 2007, 13629569, 1376
21-BI-49, Porche, Cheyenne, 1991, 3699866, 1416
88-BO-80, Porche, Carrera, 2002, 6749938, 1422
65-KJ-52, Porche, Carrera, 2002, 10591123, 1435
11-PI-14, Porche, Cheyenne, 2009, 6019467, 1467
53-BO-52, Porche, Cheyenne, 1999, 7818575, 1502
02-NJ-49, Porche, Cheyenne, 2000, 10758460, 1512
15-GF-89, Porche, Cheyenne, 1998, 6389619, 1520
88-QE-58, Porche, Carrera, 1997, 5628046, 1524
45-EH-22, Porche, Carrera, 2003, 5732762, 1549
32-DU-91, Porche, Cheyenne, 1992, 14685445, 1561
95-JP-78, Porche, Carrera, 1992, 12504352, 1570
23-EE-35, Porche, Cheyenne, 2002, 7337762, 1574
99-BP-52, Porche, Cheyenne, 2003, 3048206, 1575
88-UT-73, Porche, Carrera, 2009, 4192435, 1582
68-OD-52, Porche, Carrera, 2002, 14601442, 1601
81-RV-08, Porche, Cheyenne, 2006, 9183683, 1661
80-QG-23, Porche, Carrera, 2001, 1631280, 1700
09-PU-85, Porche, Cheyenne, 1996, 5782864, 1706
19-EV-33, Porche, Cheyenne, 2010, 3640288, 1711
15-LL-52, Porche, Carrera, 1995, 8048726, 1726
56-EI-70, Porche, Carrera, 2000, 3653631, 1748
55-FJ-47, Porche, Carrera, 2006, 1054400, 1759
79-LG-80, Porche, Carrera, 1996, 4253876, 1774
48-MQ-33, Porche, Carrera, 2002, 3045214, 1789
95-QO-05, Porche, Carrera, 1996, 4201971, 1800
61-MN-02, Porche, Cheyenne, 1992, 10509882, 1821
19-IQ-65, Porche, Cheyenne, 2001, 8389462, 1838
58-TV-60, Porche, Carrera, 1996, 12334906, 1847
30-KC-89, Porche, Carrera, 2000, 4849454, 1854
98-OI-38, Porche, Cheyenne, 1999, 1847984, 1857
54-LL-52, Porche, Carrera, 2001, 8691478, 1865
04-OQ-47, Porche, Cheyenne, 2009, 11704392, 1871
97-HL-29, Porche, Cheyenne, 2008, 12326854, 1902
77-VR-26, Porche, Cheyenne, 1993, 10456919, 1917
12-PU-13, Porche, Cheyenne, 1999, 10956184, 1918
50-VD-39, Porche, Carrera, 2009, 6947281, 1942
14-OP-14, Porche, Carrera, 2010, 11982339, 1944
06-MT-87, Porche, Cheyenne, 1995, 13922866, 1969
75-SI-43, Porche, Carrera, 1997, 6641820, 1979
89-UU-82, Porche, Carrera, 1991, 4203120, 1985
95-PI-27, Porche, Carrera, 1995, 12331723, 1987
64-MT-38, Porche, Cheyenne, 2002, 9327876, 1992
06-UR-90, Porche, Cheyenne, 2010, 9397007, 2006
55-TN-05, Porche, Cheyenne, 2004, 9817038, 2022
33-RJ-07, Porche, Cheyenne, 1991, 14749000, 2032
10-MU-06, Porche, Carrera, 1997, 12005821, 2064
19-LT-13, Porche, Cheyenne, 1993, 7626369, 2091
19-TV-52, Porche, Cheyenne, 1996, 9561010, 2105
24-NP-59, Porche, Cheyenne, 1997, 9783345, 2132
30-RH-37, Porche, Carrera, 1997, 14240699, 2141
19-KV-87, Porche, Cheyenne, 1990, 3552465, 2162
55-RC-93, Porche, Cheyenne, 2010, 6706386, 2181
08-TJ-89, Porche, Carrera, 2007, 13682063, 2193
44-FE-03, Porche, Cheyenne, 1994, 9758225, 2204
73-GG-10, Porche, Cheyenne, 1998, 4464073, 2207
31-JS-25, Porche, Cheyenne, 2008, 2515476, 2213
87-ER-90, Porche, Cheyenne, 1993, 1085679, 2215
25-ED-36, Porche, Carrera, 2004, 10927794, 2227
84-DJ-40, Porche, Cheyenne, 1996, 3610198, 2270
18-OT-67, Porche, Carrera, 2010, 4789588, 2276
30-NO-11, Porche, Carrera, 1995, 14189050, 2315
16-AF-06, Porche, Carrera, 2009, 13086868, 2328
78-TG-19, Porche, Carrera, 1993, 8973776, 2337
18-CU-41, Porche, Cheyenne, 1999, 1546717, 2361
39-LJ-28, Porche, Cheyenne, 2004, 13546934, 2398
17-FN-99, Porche, Carrera, 2007, 3791503, 2411
39-EQ-51, Porche, Cheyenne, 2005, 9764405, 2443
16-OI-70, Porche, Carrera, 2008, 3506529, 2460
91-GQ-21, Porche, Cheyenne, 1992, 14279413, 2487
92-DH-51, Porche, Carrera, 2004, 1407630, 2522
65-NR-08, Porche, Carrera, 1991, 4151216, 2546
64-RF-27, Porche, Cheyenne, 2005, 5435880, 2556
41-OR-03, Porche, Cheyenne, 2001, 6977465, 2570
31-SO-96, Porche, Cheyenne, 1992, 11955474, 2586
48-TM-31, Porche, Carrera, 2005, 5739674, 2609
21-NU-44, Porche, Cheyenne, 2006, 1010183, 2624
51-DU-12, Porche, Carrera, 1993, 10512121, 2662
45-EB-41, Porche, Cheyenne, 2004, 5944636, 2671
78-HI-27, Porche, Cheyenne, 2008, 3395593, 2699
19-QF-43, Porche, Carrera, 2000, 3938763, 2711
06-MN-58, Porche, Cheyenne, 2009, 12604925, 2745
85-QE-12, Porche, Carrera, 2001, 13368161, 2755
42-JK-83, Porche, Carrera, 1990, 9104772, 2758
56-GS-85, Porche, Cheyenne, 1990, 4504092, 2776
48-EI-48, Porche, Cheyenne, 1994, 12712417, 2781
64-RJ-13, Porche, Cheyenne, 2005, 10820048, 2801
87-BN-29, Porche, Carrera, 1996, 2852477, 2807
92-IE-39, Porche, Cheyenne, 2007, 2708311, 2809
93-IH-42, Porche, Carrera, 1992, 3812348, 2814
52-OB-82, Porche, Cheyenne, 1996, 10027044, 2827
59-BC-34, Porche, Cheyenne, 2001, 7845569, 2832
87-NP-29, Porche, Cheyenne, 2005, 5332998, 2838
49-MS-29, Porche, Carrera, 1991, 1336974, 2877
51-RR-22, Porche, Cheyenne, 1991, 3901020, 2917
00-AF-78, Porche, Cheyenne, 1991, 12520113, 2947
32-QM-17, Porche, Cheyenne, 2010, 1282042, 2952
04-GU-40, Porche, Cheyenne, 2001, 8373380, 2984
10-GC-00, Porche, Cheyenne, 1991, 6873636, 2986
39-QM-08, Porche, Cheyenne, 2008, 3247426, 2997
09-NU-21, Porche, Cheyenne, 1997, 8043309, 3008
30-PM-23, Porche, Carrera, 2005, 14378895, 3029
93-FI-45, Porche, Carrera, 1995, 13795721, 3030
29-UD-60, Porche, Carrera, 2001, 11693504, 3052
54-TJ-30, Porche, Carrera, 2004, 8037611, 3061
53-AV-50, Porche, Carrera, 2002, 14344057, 3062
33-UC-95, Porche, Cheyenne, 1997, 9848196, 3087
99-LI-64, Porche, Carrera, 2008, 2718955, 3095
03-FI-17, Porche, Carrera, 1990, 12901870, 3106
64-TS-01, Porche, Carrera, 1992, 4091584, 3117
39-DE-05, Porche, Carrera, 1996, 3550520, 3136
46-CE-71, Porche, Cheyenne, 1997, 4438358, 3170
79-UV-83, Porche, Carrera, 2000, 9561224, 3172
44-LS-74, Porche, Carrera, 1990, 12241439, 3176
85-CV-64, Porche, Cheyenne, 2010, 9363908, 3180
94-UH-34, Porche, Cheyenne, 1993, 12076571, 3183
78-OC-22, Porche, Carrera, 2001, 12340802, 3193
07-VN-09, Porche, Carrera, 1995, 6822054, 3198
70-GN-16, Porche, Carrera, 2009, 3075804, 3199
92-BT-73, Porche, Cheyenne, 2004, 3417739, 3200
31-HO-52, Porche, Carrera, 2002, 7385312, 3257
85-FL-82, Porche, Cheyenne, 2007, 4800273, 3265
01-HP-57, Porche, Cheyenne, 1993, 9424709, 3281
92-LC-29, Porche, Carrera, 1990, 6421874, 3287
93-RS-42, Porche, Cheyenne, 2003, 13571351, 3289
74-CB-13, Porche, Carrera, 1994, 9508269, 3291
03-CA-79, Porche, Carrera, 2006, 7471025, 3294
48-SR-98, Porche, Cheyenne, 1996, 11860234, 3342
60-KM-00, Porche, Cheyenne, 1997, 9023790, 3355
96-LF-74, Porche, Cheyenne, 2003, 3523906, 3364
95-TK-55, Porche, Carrera, 1991, 4738346, 3382
38-FK-57, Porche, Cheyenne, 2001, 9120582, 3401
96-GE-88, Porche, Carrera, 1998, 2676944, 3403
49-EG-67, Porche, Cheyenne, 1996, 6432782, 3505
73-IA-74, Porche, Cheyenne, 2009, 13200028, 3506
28-IV-36, Porche, Carrera, 1999, 1458083, 3516
18-IK-48, Porche, Cheyenne, 2002, 12474262, 3549
46-FR-85, Porche, Carrera, 2003, 7213456, 3579
71-OL-43, Porche, Carrera, 1997, 4400669, 3594
57-RT-93, Porche, Cheyenne, 1990, 3353146, 3622
87-DD-13, Porche, Cheyenne, 1994, 13308311, 3626
90-IL-82, Porche, Carrera, 1993, 14471655, 3665
03-OE-96, Porche, Cheyenne, 1996, 13262296, 3696
27-GD-50, Porche, Cheyenne, 1999, 12645136, 3725
64-NO-13, Porche, Carrera, 2005, 7535083, 3771
47-GD-19, Porche, Carrera, 2001, 1548834, 3774
78-MF-58, Porche, Cheyenne, 1991, 4825372, 3831
61-RG-13, Porche, Cheyenne, 1994, 5752292, 3849
11-GQ-24, Porche, Carrera, 2003, 11063090, 3856
17-JP-04, Porche, Cheyenne, 2007, 3273864, 3886
48-MN-11, Porche, Carrera, 2010, 9573152, 3908
34-IK-07, Porche, Carrera, 1995, 11106181, 3915
08-HH-01, Porche, Carrera, 1993, 3710242, 3917
49-LF-16, Porche, Carrera, 2008, 7052315, 3922
86-LA-02, Porche, Cheyenne, 2004, 12287945, 3925
39-HG-94, Porche, Carrera, 2003, 3880900, 3951
83-SV-91, Porche, Carrera, 2000, 2026924, 3986
91-VL-75, Porche, Carrera, 2007, 13381217, 4000
78-GM-96, Porche, Cheyenne, 1996, 3804480, 4028
43-MM-08, Porche, Cheyenne, 1990, 14273843, 4038
48-OA-00, Porche, Cheyenne, 1999, 14578046, 4048
06-SU-97, Porche, Cheyenne, 2002, 11631738, 4068
89-PC-07, Porche, Cheyenne, 2009, 8900214, 4085
94-KH-22, Porche, Cheyenne, 2000, 9099327, 4103
67-VG-70, Porche, Carrera, 1996, 2495259, 4142
35-TI-26, Porche, Cheyenne, 1994, 13886782, 4265
49-AU-97, Porche, Cheyenne, 1991, 8397648, 4268
16-VM-07, Porche, Carrera, 2004, 6558903, 4270
59-AT-85, Porche, Cheyenne, 2001, 4247485, 4283
18-BB-98, Porche, Cheyenne, 2010, 8415637, 4286
79-BE-50, Porche, Cheyenne, 1993, 9617304, 4289
77-NH-95, Porche, Carrera, 2003, 14020713, 4310
25-NV-32, Porche, Carrera, 1990, 14749385, 4313
34-GU-39, Porche, Carrera, 1997, 11083678, 4323
71-CM-16, Porche, Cheyenne, 1991, 14881085, 4330
15-QG-61, Porche, Cheyenne, 2005, 5910667, 4369
03-KD-59, Porche, Carrera, 2003, 5855530, 4397
72-MN-83, Porche, Carrera, 2004, 9515694, 4404
78-BS-49, Porche, Carrera, 1999, 14077230, 4411
75-UN-62, Porche, Cheyenne, 1994, 9592215, 4425
47-OU-41, Porche, Cheyenne, 2003, 5898964, 4455
48-SI-01, Porche, Carrera, 1998, 12729261, 4466
43-GF-24, Porche, Carrera, 1996, 13216117, 4470
28-LS-16, Porche, Carrera, 2010, 14767746, 4478
58-VG-33, Porche, Cheyenne, 2000, 5912769, 4483
40-MQ-06, Porche, Carrera, 2002, 1940865, 4487
88-DQ-40, Porche, Carrera, 2010, 12365769, 4488
60-ST-95, Porche, Carrera, 2007, 1162833, 4494
21-QF-26, Porche, Cheyenne, 2007, 10220406, 4502
71-BG-83, Porche, Carrera, 1992, 7675027, 4507
39-BG-36, Porche, Cheyenne, 1997, 14798639, 4518
19-JP-85, Porche, Cheyenne, 2007, 4735300, 4540
50-BQ-48, Porche, Cheyenne, 2004, 14827867, 4549
31-GH-56, Porche, Cheyenne, 1994, 13863133, 4574
27-CA-44, Porche, Carrera, 1995, 7732347, 4578
42-HB-92, Porche, Carrera, 1990, 11697717, 4593
15-DV-76, Porche, Carrera, 1994, 13871172, 4598
48-MM-77, Porche, Cheyenne, 2008, 5638295, 4603
68-EA-02, Porche, Cheyenne, 2009, 14740824, 4605
58-GV-73, Porche, Cheyenne, 1998, 11631118, 4625
11-MC-86, Porche, Carrera, 2002, 2249879, 4646
74-FR-65, Porche, Carrera, 2000, 12644484, 4657
68-GN-03, Porche, Cheyenne, 1999, 10376633, 4659
48-PQ-97, Porche, Cheyenne, 1991, 2424795, 4660
83-QS-66, Porche, Carrera, 1997, 5316110, 4697
96-CC-23, Porche, Carrera, 2010, 5656983, 4701
87-CE-09, Porche, Cheyenne, 2009, 9295898, 4702
22-FQ-56, Porche, Cheyenne, 1992, 7537477, 4711
56-LL-80, Porche, Cheyenne, 2007, 5898690, 4748
06-NC-17, Porche, Carrera, 2001, 1292347, 4762
46-LQ-12, Porche, Cheyenne, 2001, 10428725, 4768
91-JJ-55, Porche, Carrera, 1998, 12410668, 4790
71-KM-03, Porche, Cheyenne, 1998, 13116531, 4847
84-BN-79, Porche, Carrera, 1998, 11845969, 4865
07-OV-84, Porche, Cheyenne, 1990, 9135493, 4874
43-CO-05, Porche, Cheyenne, 2010, 11451896, 4904
85-CK-28, Porche, Carrera, 1996, 5961080, 4908
76-TL-00, Porche, Cheyenne, 2007, 8489803, 4914
52-KP-14, Porche, Cheyenne, 1998, 14249669, 4932
70-QL-06, Porche, Carrera, 1992, 3963103, 4995
55-BM-88, Porche, Carrera, 1992, 1405815, 5016
29-SM-10, Porche, Carrera, 2009, 1128123, 5027
95-ED-38, Porche, Cheyenne, 2002, 4221106, 5046
63-KN-89, Porche, Carrera, 2000, 6834742, 5063
75-JS-75, Porche, Carrera, 2008, 1383036, 5069
10-FN-76, Porche, Cheyenne, 2007, 9545196, 5077
98-TO-93, Porche, Cheyenne, 1993, 1626463, 5113
68-SG-03, Porche, Carrera, 2007, 13140826, 5128
39-DJ-50, Porche, Cheyenne, 1991, 7972978, 5142
43-BI-08, Porche, Cheyenne, 1996, 3878288, 5163
80-HR-29, Porche, Carrera, 1991, 13832549, 5170
70-EL-19, Porche, Carrera, 1998, 1729237, 5231
06-NK-51, Porche, Cheyenne, 2000, 1726713, 5240
24-BM-14, Porche, Cheyenne, 1998, 3317143, 5244
53-NM-86, Porche, Carrera, 1993, 6643223, 5254
70-HP-01, Porche, Cheyenne, 2006, 12364246, 5258
81-DV-77, Porche, Carrera, 2003, 9946248, 5259
25-JG-97, Porche, Carrera, 2008, 6898513, 5308
27-UK-96, Porche, Carrera, 2005, 7750153, 5318
34-QD-41, Porche, Carrera, 1996, 11644069, 5328
05-KB-03, Porche, Cheyenne, 1993, 14887210, 5366
69-IS-36, Porche, Cheyenne, 2007, 9714827, 5367
91-ES-68, Porche, Carrera, 2009, 9195793, 5379
60-OG-09, Porche, Cheyenne, 2001, 3519764, 5403
68-MH-39, Porche, Carrera, 2007, 5597492, 5425
16-CA-40, Porche, Carrera, 2005, 1998249, 5427
06-GL-75, Porche, Cheyenne, 1992, 13024421, 5451
02-SM-24, Porche, Cheyenne, 2006, 10745641, 5495
17-VC-21, Porche, Carrera, 2004, 3609510, 5518
81-FG-02, Porche, Carrera, 2001, 3552465, 5521
10-NU-87, Porche, Cheyenne, 1992, 12560425, 5546
78-GI-02, Porche, Carrera, 2005, 12195034, 5556
34-VP-47, Porche, Cheyenne, 2000, 1812229, 5563
46-FS-83, Porche, Carrera, 1999, 9142204, 5577
12-FC-58, Porche, Carrera, 2002, 12701386, 5594
46-NF-50, Porche, Cheyenne, 2004, 5962118, 5626
98-VD-63, Porche, Cheyenne, 2010, 3716514, 5632
92-IV-68, Porche, Cheyenne, 1997, 12708135, 5654
05-GN-77, Porche, Carrera, 1997, 11328008, 5691
37-LH-72, Porche, Carrera, 2000, 11471615, 5719
49-VU-61, Porche, Carrera, 2000, 14638852, 5737
08-GI-96, Porche, Carrera, 2004, 6634205, 5748
67-DN-22, Porche, Cheyenne, 2009, 2583155, 5756
72-UI-19, Porche, Cheyenne, 1992, 11188212, 5770
25-CI-94, Porche, Cheyenne, 1991, 1264349, 5771
87-CM-67, Porche, Carrera, 2010, 5891625, 5809
12-RK-01, Porche, Carrera, 2006, 7582784, 5810
02-OQ-31, Porche, Carrera, 2002, 7854522, 5819
21-KF-72, Porche, Cheyenne, 1993, 13729738, 5821
83-HG-75, Porche, Carrera, 1992, 9224474, 5832
62-RP-08, Porche, Carrera, 2000, 6475402, 5835
72-BR-33, Porche, Cheyenne, 1998, 12287701, 5848
81-PR-73, Porche, Carrera, 2009, 8044224, 5924
52-BF-13, Porche, Carrera, 1990, 9783345, 5949
30-TU-59, Porche, Carrera, 1995, 14029877, 5954
98-VG-77, Porche, Cheyenne, 2009, 7267053, 5980
06-AP-58, Porche, Carrera, 1999, 6611967, 5989
50-VS-45, Porche, Carrera, 1997, 2586520, 6009
75-SC-56, Porche, Carrera, 2002, 11217185, 6045
15-NE-34, Porche, Cheyenne, 1998, 4003623, 6094
50-NI-60, Porche, Carrera, 2004, 12474731, 6128
78-RT-16, Porche, Cheyenne, 2004, 3704516, 6139
38-VH-70, Porche, Carrera, 2009, 9603108, 6147
13-OA-20, Porche, Cheyenne, 1994, 8903810, 6151
23-MS-96, Porche, Carrera, 1994, 13158479, 6152
71-BO-65, Porche, Carrera, 1993, 7634953, 6188
94-HG-42, Porche, Cheyenne, 1990, 9939272, 6227
74-GT-82, Porche, Cheyenne, 2002, 14462877, 6268
26-DD-38, Porche, Carrera, 2006, 14452329, 6277
87-NJ-24, Porche, Carrera, 1995, 5588087, 6349
35-LA-55, Porche, Carrera, 2000, 1986553, 6369
02-IJ-43, Porche, Cheyenne, 1995, 7328174, 6377
43-RU-79, Porche, Carrera, 2007, 3875746, 6445
41-SA-36, Porche, Carrera, 2003, 13576513, 6447
31-LR-07, Porche, Carrera, 1992, 11201840, 6461
64-IV-79, Porche, Carrera, 2010, 11690194, 6467
73-PI-67, Porche, Cheyenne, 2001, 6524958, 6468
83-HV-01, Porche, Cheyenne, 1991, 3089146, 6469
95-GI-20, Porche, Carrera, 1991, 4105063, 6492
37-HM-20, Porche, Cheyenne, 2003, 1105439, 6498
94-EK-98, Porche, Cheyenne, 1992, 8216050, 6505
01-AI-13, Porche, Carrera, 1993, 9260887, 6506
72-JT-69, Porche, Cheyenne, 2008, 4806911, 6519
16-KJ-45, Porche, Carrera, 2010, 11612265, 6520
93-FL-74, Porche, Cheyenne, 2010, 8636914, 6535
84-NG-43, Porche, Cheyenne, 1990, 9761082, 6538
43-MR-72, Porche, Carrera, 2000, 8617524, 6544
17-NE-45, Porche, Carrera, 2006, 10528019, 6593
97-PG-72, Porche, Carrera, 1990, 7725795, 6594
38-LN-73, Porche, Carrera, 2004, 4412625, 6641
22-UJ-01, Porche, Carrera, 2007, 8791494, 6711
47-CM-03, Porche, Cheyenne, 1997, 2574475, 6729
41-LR-19, Porche, Cheyenne, 1998, 5084718, 6752
26-DC-01, Porche, Carrera, 1990, 1548071, 6756
50-LC-11, Porche, Carrera, 1999, 8669863, 6765
44-NM-54, Porche, Cheyenne, 1994, 13534932, 6776
73-FH-24, Porche, Cheyenne, 2005, 14311780, 6777
18-TN-25, Porche, Carrera, 1997, 13174852, 6778
31-GA-46, Porche, Carrera, 1990, 14964296, 6783
64-PN-66, Porche, Cheyenne, 2010, 12325265, 6793
90-KQ-93, Porche, Cheyenne, 2009, 1190092, 6823
61-IG-01, Porche, Carrera, 1992, 9921063, 6834
23-GG-11, Porche, Cheyenne, 2003, 6410845, 6848
81-DK-66, Porche, Carrera, 1994, 1366724, 6872
51-OC-81, Porche, Cheyenne, 1992, 12076707, 6883
06-EA-37, Porche, Cheyenne, 2002, 11961546, 6898
97-CI-73, Porche, Carrera, 2006, 2775467, 6905
87-BC-19, Porche, Carrera, 1999, 4644355, 6908
87-QS-65, Porche, Carrera, 1998, 13499330, 6935
29-EH-68, Porche, Carrera, 2000, 8900725, 6939
46-AA-04, Porche, Carrera, 2000, 12990385, 6962
93-MG-62, Porche, Cheyenne, 2008, 12697623, 6977
79-KL-15, Porche, Carrera, 1998, 5732762, 6980
24-KR-71, Porche, Carrera, 1998, 13036811, 6984
87-JR-19, Porche, Cheyenne, 2004, 10634531, 7001
40-TU-36, Porche, Cheyenne, 2005, 5378904, 7019
29-QN-77, Porche, Cheyenne, 2005, 7536332, 7034
96-VA-74, Porche, Cheyenne, 2005, 7350273, 7039
04-TV-65, Porche, Carrera, 1999, 7968355, 7042
50-RJ-28, Porche, Carrera, 1999, 14624107, 7047
32-LS-65, Porche, Cheyenne, 1998, 6870513, 7083
15-OS-01, Porche, Cheyenne, 2004, 14727095, 7088
30-AF-02, Porche, Cheyenne, 1995, 3256256, 7096
92-MS-96, Porche, Carrera, 2002, 1907493, 7142
05-OI-94, Porche, Cheyenne, 2009, 12814196, 7154
98-RJ-08, Porche, Cheyenne, 1996, 14097127, 7157
09-NU-60, Porche, Cheyenne, 2008, 14666510, 7160
29-AO-83, Porche, Carrera, 2004, 13348430, 7161
33-RN-46, Porche, Carrera, 2001, 1178596, 7183
27-HR-43, Porche, Cheyenne, 2005, 4003623, 7186
12-II-41, Porche, Cheyenne, 1999, 9932158, 7190
94-HD-27, Porche, Cheyenne, 2004, 7300576, 7195
64-VM-53, Porche, Carrera, 1996, 14155575, 7243
63-CT-11, Porche, Cheyenne, 1997, 7372830, 7259
38-MG-98, Porche, Carrera, 2000, 11430562, 7283
37-UP-35, Porche, Cheyenne, 1993, 5701261, 7318
00-FL-51, Porche, Cheyenne, 1999, 1032963, 7319
64-DA-06, Porche, Cheyenne, 2005, 13165787, 7324
58-KH-24, Porche, Carrera, 2000, 8389462, 7330
32-KO-52, Porche, Cheyenne, 2002, 2631023, 7371
64-IP-04, Porche, Carrera, 2004, 6976927, 7377
54-JF-81, Porche, Carrera, 2001, 3717766, 7423
40-ND-27, Porche, Carrera, 1995, 11010576, 7437
15-UJ-95, Porche, Cheyenne, 1995, 4927942, 7455
61-HH-83, Porche, Cheyenne, 1998, 14070902, 7471
61-LU-36, Porche, Carrera, 2009, 4687877, 7480
81-LT-05, Porche, Carrera, 1990, 1699559, 7488
64-TN-43, Porche, Carrera, 2005, 8389462, 7490
75-RT-00, Porche, Cheyenne, 2005, 2553821, 7496
04-FP-41, Porche, Cheyenne, 1997, 9829439, 7498
63-IG-77, Porche, Cheyenne, 1990, 10129957, 7528
69-AT-34, Porche, Carrera, 2005, 7328174, 7542
24-GN-45, Porche, Carrera, 1990, 2042218, 7546
14-KR-69, Porche, Cheyenne, 2006, 12115955, 7551
50-CV-00, Porche, Cheyenne, 2006, 6080993, 7588
43-FC-46, Porche, Cheyenne, 2004, 3343333, 7591
88-AE-54, Porche, Carrera, 2008, 13845991, 7630
80-BP-08, Porche, Carrera, 2009, 3133752, 7672
24-AI-73, Porche, Carrera, 1996, 3632664, 7684
26-SM-03, Porche, Cheyenne, 2006, 8412654, 7698
77-LS-31, Porche, Cheyenne, 2010, 14887210, 7707
98-HB-35, Porche, Cheyenne, 2010, 1251129, 7725
49-GG-80, Porche, Carrera, 2002, 9692416, 7726
55-GK-09, Porche, Cheyenne, 2001, 11311422, 7743
74-UJ-17, Porche, Carrera, 1999, 9600879, 7766
47-NC-11, Porche, Carrera, 1992, 14053065, 7771
17-CG-54, Porche, Cheyenne, 2009, 5630573, 7795
31-SV-44, Porche, Cheyenne, 1990, 8657542, 7797
21-FR-05, Porche, Carrera, 2009, 10210532, 7828
49-QK-77, Porche, Cheyenne, 2009, 12777320, 7842
58-UR-12, Porche, Carrera, 1991, 13203195, 7890
76-CQ-70, Porche, Carrera, 1994, 9587433, 8005
54-FR-62, Porche, Cheyenne, 1996, 9256077, 8088
22-CM-84, Porche, Carrera, 2010, 7285207, 8095
31-TS-85, Porche, Carrera, 1992, 4621314, 8114
21-KP-59, Porche, Cheyenne, 1992, 1381123, 8134
49-LG-15, Porche, Cheyenne, 1993, 13734185, 8140
84-HR-50, Porche, Cheyenne, 2002, 1522888, 8146
08-HM-34, Porche, Carrera, 2009, 14340350, 8191
58-AF-76, Porche, Carrera, 2001, 1591738, 8296
35-RU-19, Porche, Cheyenne, 2001, 13924417, 8306
20-NE-33, Porche, Cheyenne, 1996, 8613422, 8310
05-IQ-74, Porche, Carrera, 1990, 13673281, 8314
00-PI-50, Porche, Carrera, 2006, 6246118, 8344
00-KD-68, Porche, Cheyenne, 1996, 4388794, 8361
06-UR-58, Porche, Cheyenne, 1995, 14438102, 8363
78-NL-22, Porche, Carrera, 2003, 8910790, 8366
15-AC-32, Porche, Cheyenne, 1994, 9569399, 8373
12-LS-67, Porche, Cheyenne, 1993, 6055032, 8382
36-EO-67, Porche, Cheyenne, 1991, 1468615, 8385
17-EQ-04, Porche, Carrera, 1994, 6242353, 8403
39-FF-24, Porche, Carrera, 2004, 8487471, 8430
94-PN-32, Porche, Carrera, 2008, 4927533, 8460
03-KI-62, Porche, Cheyenne, 2004, 14637551, 8461
93-VK-28, Porche, Carrera, 2003, 12113589, 8483
36-DV-30, Porche, Carrera, 2002, 4327600, 8560
30-UJ-48, Porche, Carrera, 1992, 1135093, 8586
95-CI-78, Porche, Cheyenne, 2006, 4576481, 8594
44-UB-75, Porche, Cheyenne, 2005, 11258479, 8602
32-TO-17, Porche, Cheyenne, 2002, 6321915, 8617
67-OK-07, Porche, Carrera, 2004, 4346960, 8621
99-FH-47, Porche, Cheyenne, 2004, 13245504, 8656
